1| 123456|Exness
2| 1283838|Exness
3| 183712697|Exness
4| 183729855|Exness
5| 183776560|Exness
6| 183682247|Exness
7| 183715806|Exness
8| 159753061|Exness
9| 183736730|Exness
10| 159331916|Exness
11| 159624542|Exness
12| 263248489|Exness
13| 159803344|Exness
14| 103235099|Exness
15| 107053597|Exness
16| 109217257|Exness
17| 159624542|Exness
18| 125378539|Exness
19| 267309424|Exness
20| 159803346|Exness
21| 263252206|Exness
22| 153002976|HFM
23| 112132219|FBS
24| 44890118|Octa
25| 159804424|Exness
26| 257244569|Exness
27| 263252372|Exness
28| 159807576|Exness
29| 263252373|Exness
30| 263252367|Exness
31| 159807572|Exness
32| 159807573|Exness
33| 183768644|Exness
34| 159509216|Exness
35| 257013806|Exness
36| 183770730|Exness
37| 213174799|Exness
38| 263256875|Exness 
39| 257246696|Exness
40| 159813905|Exness
41| 183773058|Exness
42| 263254818|Exness
43| 159796421|Exness
44| 263252169|Exness
45| 159809591|Exness
46| 43297119|FBS
47| 112134371|FBS
48| 112132689|FBS
49| 28716305|FBS
50| 112108624|FBS
51| 183760959|Exness
52| 159802299|Exness
53| 183771103|Exness
54| 183724760|Exness
55| 159779521|Exness
56| 263226307|Exness
57| 275796241|Exness
58| 159814420|Exness
59| 183776346|Exness
60| 183776253|Exness
61| 183765427|Exness
62| 263255061|Exness
63| 404675623|Exness
64| 128454214|Exness
65| 159601889|Exness
66| 263255061|Exness
67| 263216927|Exness
68| 159767885|Exness
69| 263213754|Exness
70| 257212941|Exness
71| 257221807|Exness
72| 183775279|Exness
73| 183752272|Exness
74| 218328270|Exness
75| 257245792|Exness
76| 183773212O|Exness
77| 52248136|Exness
78| 245826913|Exness
79| 245826913|Exness
80| 265421776|Exness
81| 183744478|Exness
82| 211007883|Valetax
83| 211007885|Valetax
84| 251003063|Valetax
85| 183762304|Exness
86| 257242096|Exness
87| 159802481|Exness
88| 159802483|Exness
89| 159802486|Exness
90| 159804972|Exness
91| 183775133|Exness
92| 257132645|Exness
93| 183724760|Exness
94| 159779521|Exness
95| 263226307|Exness
96| 275796241|Exness
97| 159814420|Exness
98| 183776346|Exness
99| 270592229|Exness
100| 183776346|Exness
101| 111868115|FBS
102| 263241977|Exness
103| 183776560|Exness
104| 263252539|Exness
105| 183732016|Exness
106| 257244569|Exness
107| 183776619|Exness
108| 37278268|Roboforex
109| 114023745|HFM
110| 114040777|HFM
111| 159812581|Exness
112| 183678943|Exness
113| 263188207|Exness
114| 183695160|Exness
115| 263196416|Exness
116| 159748718|Exness
117| 159748734|Exness
118| 263212207|Exness
119| 263212208|Exness
120| 263212620|Exness
121| 263212621|Exness
122| 257208347|Exness
123| 159764997|Exness
124| 159764994|Exness
125| 159764987|Exness
126| 159764983|Exness
127| 159764506|Exness
128| 257207910|Exness
129| 159764503|Exness
130| 159764499|Exness
131| 183713274|Exness
132| 159812342|Exness
133| 257246163|Exness
134| 159814924|Exness
135| 257247616|Exness
136| 159814928|Exness
137| 263257406|Exness
138| 183777016|Exness
139| 159814940|Exness
140| 159814942|Exness
141| 159814946|Exness
142| 183777041|Exness
143| 159814950|Exness
144| 183777047|Exness
145| 159814955|Exness
146| 263257433|Exness
147| 263257436|Exness
148| 263257437|Exness
149| 113140791|Xm
150| 183712697|Exness
151| 128197429|Exness 
152| 128261184|Exness 
153| 159764394|Exness 
154| 183713231|Exness 
155| 608911|Cxm
156| 620724|Cxm
157| 43297119|FBS
158| 112134371|FBS
159| 112132689|FBS
160| 28716305|FBS
161| 112108624|FBS
162| 112136039|FBS
163| 112136075|FBS
164| 28723667|FBS
165| 28723730|FBS
166| 135016879|HFM
167| 263256842|Exness
168| 183769193|Exness
169| 183774601|Exness
170| 159813251|Exness
171| 37278736|RoboForex
172| 37278734|RoboForex
173| 102344778|HFM
174| 102344887|HFM
175| 102344892|HFM
176| 112136202|FBS
177| 28723795|FBS
178| 43298962|FBS
179| 263251914|Exness
180| 159796421|Exness
181| 263252169|Exness
182| 159809591|Exness
183| 183712697|Exness
184| 20382489|Markets4you
185| 183777726|EXNESS
186| 263257913|EXNESS
187| 257248095|EXNESS
188| 263256843|EXNESS
189| 183776196|EXNESS
190| 183777785|exness
191| 183777784|exness
192| 159796421|Exness
193| 263252160|Exness
194| 159809591|Exness
195| 183777610|Exness
196| 183748376|exness
197| 213382870|exness
198| 44882546|octafx
199| 44883450|OctaFx
200| 102345777|Hfm
201| 37278738|RoboForex
202| 37278739|RoboForex
203| 37278806|RoboForex
204| 37278807|RoboForex
205| 37278808|RoboForex
206| 37278809|RoboForex
207| 37278810|RoboForex
208| 37278811|RoboForex
209| 257247461|Exness
210| 257092099|Exness
211| 26302745|Exness
212| 263030883|Exness
213| 159518918|Exness
214| 257020878|Exness
215| 257030611|Exness
216| 183190872|Exness
217| 25523581|Exness
218| 159577696|Exness
219| 257244280|Exness
220| 183758133|Exness
221| 257244385|Exness
222| 159294130|Exness
223| 257141712|Exness
224| 114013460|Hfm
225| 183749331|exness
226| 159793616|exness
227| 183749337|exness
228| 263245007|exness
229| 183755539|exness
230| 257242734|exness
231| 257244602|exness
232| 183769503|exness
233| 159812811|exness
234| 183774644|exness
235| 263255850|exness
236| 159815978|exness
237| 7011161|Phyntex 
238| 7011136|Phyntex 
239| 211111346|valetax
240| 102334492|HFM
241| 183721857|Exness
242| 159773891|Exness
243| 183776185|Exness
244| 257246833|Exness
245| 159814276|Exness
246| 183776188|Exness
247| 159815971|Exness
248| 257248677|Exness
249| 257248678|Exness
250| 257248680|Exness
251| 159815972|Exness
252| 263258419|Exness
253| 109138962|exness
254| 194811502|exness
255| 291007670|Valetax
256| 15531342|Headway
257| 183712697|Exness
258| 183777581|exness
259| 159719275|Exness
260| 159804393|Exness
261| 263255165|Exness
262| 183778642|Exness
263| 159816124|Exness
264| 43290632|FBS
265| 183778556|Exness
266| 257247230|Exness
267| 183778755|Exness
268| 211110351|Valetax
269| 159813251|Exness
270| 183778611|Exness
271| 159816049|Exness
272| 263258499|Exness
273| 183778615|Exness
274| 263258504|Exness
275| 257248767|Exness
276| 183778619|Exness
277| 159816053|Exness
278| 15576517|Headway
279| 159763099|Exness
280| 159556979|Exness
281| 159560061|Exness
282| 159560062|Exness
283| 159730676|Exness
284| 183153937|Exness
285| 183167359|Exness
286| 183278848|Exness
287| 183518015|Exness
288| 183518016|Exness
289| 183671736|Exness
290| 257082367|Exness
291| 257124912|Exness
292| 257160212|Exness
293| 263048810|Exness
294| 263049757|Exness
295| 263049759|Exness
296| 263049760|Exness
297| 263049761|Exness
298| 263131021|Exness
299| 263160444|Exness
300| 159727824|Exness
301| 159727829|Exness
302| 159727830|Exness
303| 159727832|Exness
304| 183668235|Exness
305| 183668236|Exness
306| 183668237|Exness
307| 183668239|Exness
308| 183668242|Exness
309| 183668243|Exness
310| 183668245|Exness
311| 183668247|Exness
312| 183668248|Exness
313| 257157995|Exness
314| 257157997|Exness
315| 257157999|Exness
316| 257158000|Exness
317| 263158724|Exness
318| 263158725|Exness
319| 263158727|Exness
320| 257248972|exness
321| 257248974|exness
322| 257248975|exness
323| 263258688|exness
324| 257248981|exness
325| 159816250|exness
326| 257248983|exness
327| 52256213|exness
328| 87208673|exness
329| 111182303|exness
330| 183779353|Exness
331| 263259044|Exness
332| 183779354|Exness
333| 183779355|Exness
334| 257249398|Exness
335| 183779360|Exness
336| 257249400|Exness
337| 183712074|exness
338| 183356780|exness
339| 200716931|exness
340| 213071206|exness
341| 257130433|exness
342| 263253444|exness
